Year,Month,Segment,Country,Units_Sold,Gross_Sales,Profit
2014,June,Consumer,Germany,2884,547914.45,43086.8
2014,December,Corporate,India,620,113556.93,26359.2
2013,January,Home Office,USA,2658,373599.41,59303.61
2013,April,Consumer,Australia,4210,321734.18,33992.48
2013,June,Home Office,UK,1624,200360.81,27929.5
2013,March,Corporate,Australia,1913,381095.03,32768.3
2013,March,Home Office,Canada,4116,622508.34,63721.12
2013,March,Home Office,India,1548,173305.83,20812.28
2013,April,Home Office,Australia,1298,254188.46,20116.55
2013,May,Corporate,UK,3419,438852.5,30897.12
2014,March,Consumer,Germany,427,23177.89,1979.84
2013,September,Small Business,Australia,2644,102883.45,18773.56
2014,June,Corporate,UK,2084,241662.77,24996.38
2013,April,Corporate,Australia,2177,164730.84,26778.23
2013,April,Corporate,USA,3891,721193.52,173103.14
2014,March,Home Office,Canada,1305,113581.25,15681.28
2013,August,Corporate,Australia,884,34938.43,2724.73
2013,November,Small Business,Germany,1419,48613.94,12031.32
2013,November,Consumer,UK,4266,749464.93,39718.88
2013,May,Consumer,UK,2144,23383.02,2370.14
2013,October,Corporate,Germany,4078,480823.06,97556.11
2013,September,Home Office,Australia,2491,467390.06,110517.84
2014,March,Consumer,Canada,4583,335520.81,33815.43
2013,February,Small Business,Australia,3761,421138.54,86565.7
2013,July,Consumer,India,3113,363187.97,29936.75
2013,September,Corporate,Germany,287,30552.62,5695.74
2013,July,Consumer,USA,3264,240935.99,36001.61
2013,February,Home Office,Canada,3743,729643.57,136513.85
2014,May,Small Business,USA,2037,207588.55,27125.1
2013,February,Small Business,India,3404,332500.19,40433.13
2014,September,Small Business,UK,4587,555528.76,69888.7
2013,October,Corporate,Australia,3001,165141.61,20252.4
2014,December,Consumer,USA,875,32138.79,2127.29
2014,July,Consumer,Germany,4474,846796.02,70829.23
2014,June,Corporate,USA,966,44514.22,10024.24
2013,September,Consumer,Canada,4559,487044.53,75773.02
2014,October,Small Business,Canada,3315,135702.25,16143.17
2013,March,Home Office,UK,2223,173042.12,19112.63
2014,July,Home Office,Canada,4044,94212.05,10897.69
2014,December,Small Business,India,4386,795411.17,166921.36
2013,April,Small Business,Germany,2022,146005.58,26978.34
2013,July,Consumer,India,4929,317241.43,26137.57
2014,May,Corporate,Canada,726,55765.6,2875.55
2013,August,Small Business,Canada,2095,368375.52,64956.26
2014,November,Home Office,UK,2796,64420.71,7800.89
2014,June,Consumer,Canada,1993,317398.56,29828.85
2014,October,Corporate,Germany,3240,585247.07,64627.24
2013,January,Corporate,Canada,4697,579154.75,61465.98
2013,June,Home Office,India,3682,567763.35,141643.62
2014,June,Corporate,India,456,79418.3,17211.83
2014,August,Consumer,UK,3954,169751.08,19211.95
2013,April,Consumer,Canada,3854,73259.2,3887.79
2013,December,Corporate,UK,4405,644335.57,131264.7
2013,August,Consumer,USA,4916,315834.74,50385.61
2013,October,Home Office,UK,4755,261945.51,60797.38
2014,October,Corporate,Canada,3827,756827.63,48323.89
2013,May,Corporate,UK,4206,510810.72,57892.6
2013,January,Corporate,Australia,1169,18740.91,3533.96
2014,August,Small Business,UK,2833,212737.96,30068.0
2014,November,Consumer,USA,2975,504756.01,75456.74
2013,October,Home Office,USA,1560,114794.46,21363.59
2013,May,Home Office,Canada,4561,628628.0,95128.57
2013,April,Consumer,UK,2043,207306.67,50241.13
2013,January,Home Office,Australia,4863,531682.66,34243.35
2013,February,Corporate,Australia,4524,107316.81,24085.9
2014,July,Consumer,India,3861,670568.84,99952.94
2014,April,Consumer,UK,3483,269692.33,60948.35
2014,August,Consumer,Australia,3121,531500.07,61932.97
2013,March,Home Office,USA,4877,360940.31,57427.18
2013,January,Home Office,India,4326,264036.4,44486.86
2013,September,Small Business,USA,1770,119368.22,13600.83
2013,July,Consumer,Germany,3768,238359.72,46544.02
2014,October,Consumer,India,4577,438388.45,59070.6
2013,November,Home Office,India,2975,397304.52,26620.13
2013,May,Corporate,India,3410,528318.11,91639.2
2014,December,Home Office,Australia,432,36415.13,4419.95
2013,December,Home Office,India,4386,685725.13,98339.91
2013,April,Consumer,Canada,4090,588454.94,49458.85
2013,September,Consumer,Australia,860,22394.83,1473.66
2014,October,Consumer,Canada,179,18582.79,4521.9
2013,May,Corporate,USA,4474,809465.89,41513.97
2013,December,Consumer,UK,4667,527062.84,73176.86
2014,September,Home Office,UK,2511,406152.8,90191.5
2013,August,Home Office,Canada,1753,327001.57,19581.14
2014,May,Home Office,USA,1099,36487.78,6457.03
2014,December,Consumer,India,1771,124549.71,8155.69
2014,July,Home Office,Germany,3370,353988.54,36624.98
2014,September,Home Office,Canada,2515,353521.55,47982.61
2014,May,Small Business,India,531,66453.82,5609.23
2014,February,Corporate,Australia,3823,266519.55,59759.78
2013,July,Home Office,USA,4571,408836.67,84959.54
2014,May,Home Office,Canada,3492,126085.67,12686.94
2014,October,Home Office,Germany,482,34988.8,6094.39
2014,August,Consumer,Germany,496,16771.65,2353.44
2013,November,Consumer,USA,3839,362183.53,78614.12
2013,February,Consumer,Australia,917,47585.52,7031.24
2013,December,Small Business,Australia,3283,516218.7,120718.94
2013,April,Consumer,Germany,293,50000.65,8719.24
2014,December,Home Office,Germany,1366,130381.79,8942.49
2013,December,Home Office,Canada,1168,37760.84,8476.36
2013,February,Consumer,India,1129,63571.53,14872.46
2013,July,Consumer,Australia,1002,80462.83,15723.24
2013,January,Consumer,India,1178,100866.66,21117.77
2013,January,Small Business,Germany,3783,338140.49,43318.99
2014,April,Consumer,UK,430,84018.0,12590.05
2013,January,Consumer,USA,3282,239264.21,19397.61
2013,January,Small Business,India,2097,186343.34,17627.53
2013,December,Small Business,Canada,3755,232813.33,29151.91
2013,March,Home Office,UK,2181,356678.84,62099.68
2014,February,Small Business,India,1191,33336.75,3273.41
2014,September,Home Office,Australia,4181,117067.53,25388.22
2014,July,Consumer,UK,642,113241.01,26333.18
2013,November,Consumer,UK,3773,72868.4,3648.28
2013,June,Consumer,Germany,4114,165773.97,30310.68
2014,July,Corporate,Australia,1725,293010.9,41510.74
2014,July,Corporate,UK,1213,78548.92,8015.37
2014,September,Small Business,India,1861,298788.91,46456.79
2014,February,Home Office,USA,4763,266701.79,27068.67
2014,October,Consumer,India,4510,379587.64,64070.16
2013,February,Small Business,Canada,3951,644051.38,107573.09
2014,May,Corporate,Australia,4782,254910.1,28295.82
2013,October,Small Business,Germany,4024,672457.26,53863.78
2014,January,Home Office,USA,2846,226184.87,16971.85
2014,March,Corporate,Australia,614,43604.11,2875.11
2014,July,Corporate,Australia,2627,122169.94,23513.55
2013,June,Corporate,UK,3388,250411.85,38136.76
2014,July,Small Business,Germany,1416,213841.63,46454.05
2014,December,Consumer,Canada,1031,161975.74,15802.62
2013,February,Small Business,India,2043,100560.54,10722.39
2013,March,Consumer,Australia,587,105303.32,8786.82
2014,June,Consumer,India,617,87723.48,7309.66
2014,November,Small Business,Australia,1698,211941.95,37668.17
2014,June,Corporate,USA,3361,513130.93,116251.94
2013,April,Small Business,Germany,4656,433449.62,74539.67
2014,September,Home Office,Australia,4845,571847.69,137598.89
2014,October,Corporate,Germany,1835,190816.28,41512.89
2014,October,Corporate,India,1449,166053.53,21187.55
2014,February,Home Office,UK,3362,619451.92,128325.15
2014,November,Consumer,Canada,2462,462272.41,51157.36
2014,July,Home Office,Germany,660,84012.37,17554.49
2014,December,Corporate,UK,1040,20494.36,2690.48
2013,November,Small Business,Germany,581,74180.78,11257.63
2013,February,Corporate,India,4512,609041.16,40815.83
2014,March,Consumer,UK,1647,152628.81,25045.26
2014,February,Consumer,Germany,4941,75069.03,12066.54
2013,March,Corporate,Australia,486,54416.95,9442.11
2013,October,Small Business,USA,590,44334.26,10757.48
2014,July,Corporate,Germany,3064,32790.95,1981.91
2013,May,Small Business,India,2603,174307.99,27804.73
2013,November,Small Business,UK,1143,93739.22,23117.58
2013,November,Small Business,UK,4063,668001.35,98264.53
2013,March,Consumer,India,3980,758357.74,122414.16
2013,February,Small Business,UK,315,34056.16,8045.68
2014,January,Small Business,UK,1820,354949.5,34090.96
2013,April,Corporate,Australia,1283,184999.87,12584.39
2013,June,Small Business,USA,376,57802.95,3041.95
2013,May,Home Office,Germany,4805,417511.78,101777.72
2013,September,Small Business,UK,242,13908.0,2996.33
2014,June,Home Office,Canada,4036,195689.67,32094.44
2014,December,Small Business,Australia,3155,184388.95,32924.66
2013,September,Corporate,Canada,243,36680.34,5218.14
2013,January,Consumer,Australia,4326,135755.13,7532.69
2013,December,Corporate,Germany,387,31507.15,4723.32
2014,February,Corporate,Germany,4926,819590.22,166842.44
2014,September,Corporate,USA,173,20843.8,3979.52
2014,August,Consumer,India,3563,663634.78,40830.01
2013,November,Consumer,India,2750,497907.67,53042.79
2014,June,Corporate,USA,3655,147892.72,35551.93
2013,December,Home Office,Canada,4252,817559.88,61247.55
2014,July,Home Office,Australia,4784,670210.67,113518.95
2013,December,Home Office,Canada,3824,51768.89,3014.56
2014,February,Corporate,Germany,4857,376208.9,90657.38
2014,October,Home Office,Germany,2628,427745.61,50768.17
2013,February,Consumer,UK,4491,862510.99,78871.55
2013,September,Home Office,USA,295,35992.85,2669.32
2014,March,Home Office,USA,1358,63942.96,13582.63
2013,February,Home Office,Canada,4609,184599.19,18334.76
2013,August,Home Office,USA,3414,402515.31,26935.8
2014,September,Consumer,Germany,216,21740.26,2742.75
2014,May,Small Business,USA,1440,21024.39,2650.85
2014,September,Corporate,Germany,4129,671522.84,127782.62
2014,November,Home Office,India,1422,162985.59,38759.79
2014,October,Corporate,India,2805,330701.43,76083.58
2013,October,Home Office,Germany,3384,113138.72,15881.05
2013,October,Consumer,UK,2758,87562.38,18317.39
2013,February,Home Office,Germany,2103,387254.67,89577.28
2013,January,Corporate,India,2578,132147.93,10203.18
2013,October,Corporate,USA,318,59462.46,12585.48
2014,September,Consumer,India,2980,569206.51,119376.18
2013,December,Small Business,Germany,1177,141673.21,8718.06
2014,February,Consumer,Germany,4914,860442.58,213503.91
2014,July,Home Office,Germany,514,39275.77,7513.4
2013,September,Home Office,India,3174,276587.06,18456.91
2013,March,Corporate,UK,2213,323136.39,35231.38
2013,October,Small Business,Australia,3273,491843.86,74882.47
2013,November,Small Business,Australia,2861,115233.56,9310.26
2014,October,Corporate,India,238,20014.14,1234.0
2014,February,Home Office,Australia,977,90251.82,19263.04
2013,February,Home Office,UK,3992,222832.86,24631.25
2014,June,Corporate,UK,465,15485.6,1558.31
2013,November,Home Office,India,4241,483115.65,76482.41
2014,June,Consumer,USA,4448,148919.24,8855.58
2014,August,Small Business,UK,1612,213270.64,24283.84
2013,August,Corporate,UK,3869,360522.6,66133.63
2013,July,Corporate,UK,3368,379796.78,89798.79
2014,March,Small Business,Australia,1951,377935.1,88948.74
2013,February,Corporate,Germany,4585,662943.63,144510.15
2014,January,Consumer,UK,3229,244257.66,22599.33
2014,July,Corporate,UK,1441,249220.09,26228.86
2014,June,Home Office,India,2734,53982.96,10274.27
2014,December,Consumer,Canada,564,46880.16,5365.2
2013,January,Home Office,Canada,4336,96561.17,18894.79
2013,December,Home Office,Canada,2779,29115.85,6556.61
2014,November,Corporate,Canada,3864,481885.16,101413.04
2013,January,Consumer,Germany,3884,310662.71,24493.61
2014,August,Small Business,USA,825,59086.88,14361.37
2013,September,Home Office,Germany,4847,434422.27,106209.74
2014,April,Home Office,Canada,1399,126424.95,15528.14
2014,August,Consumer,UK,3413,562631.1,90535.41
2013,July,Home Office,UK,699,32889.78,2350.41
2013,August,Consumer,UK,4039,690386.51,92430.36
2013,April,Consumer,UK,3324,35194.89,8069.42
2014,May,Corporate,India,4258,514747.9,41749.9
2014,January,Corporate,USA,1934,335229.91,62763.02
2014,February,Home Office,USA,1053,179025.41,15942.46
2014,November,Small Business,Canada,755,101886.19,14167.87
2013,August,Small Business,USA,4249,733984.79,76232.09
2014,February,Home Office,UK,2118,41253.37,5459.36
2014,June,Consumer,Germany,4721,103312.65,23975.15
2014,May,Home Office,Canada,2481,56956.28,13657.96
2014,September,Small Business,USA,1849,224304.16,34971.1
2014,August,Consumer,USA,4633,203260.85,22592.08
2014,April,Corporate,UK,4308,554416.14,125087.64
2013,October,Home Office,India,362,66536.13,12569.21
2013,October,Consumer,UK,3576,438088.74,71002.67
2013,August,Home Office,Germany,4563,769336.91,76203.54
2013,June,Home Office,UK,2932,413083.26,46323.34
2014,December,Home Office,Australia,4581,916110.73,114837.22
2014,April,Corporate,India,3749,213100.91,23468.43
2014,November,Corporate,USA,405,27540.05,4284.85
2014,August,Small Business,USA,823,106686.67,7207.81
2013,July,Consumer,USA,2079,35712.04,3984.08
2014,August,Corporate,UK,1638,208665.09,14761.41
2013,June,Small Business,India,2092,385264.39,31873.3
2014,September,Corporate,UK,776,88945.42,9290.03
2014,December,Corporate,India,3271,412306.03,93516.68
2013,July,Home Office,Canada,4457,325065.57,61972.29
2013,May,Consumer,Australia,2994,288632.03,57506.93
2014,August,Home Office,UK,3114,425634.11,44822.25
2013,February,Corporate,USA,1602,308894.61,21283.58
2013,May,Home Office,UK,2269,261995.95,41663.08
2014,June,Small Business,Germany,3772,142710.46,8369.84
2013,November,Consumer,UK,918,170404.11,9961.82
2014,November,Corporate,Australia,1105,160430.69,17004.93
2013,March,Corporate,UK,728,47259.52,8699.93
2013,March,Small Business,Canada,3234,112539.24,20992.13
2013,May,Consumer,Germany,4519,803948.66,43666.19
2014,September,Corporate,UK,763,35210.89,4296.14
2013,September,Home Office,Australia,230,15552.39,946.95
2013,May,Corporate,India,1529,141485.69,30037.15
2013,January,Consumer,Germany,2036,373809.53,54382.95
2013,February,Small Business,UK,4704,144223.18,8061.48
2013,June,Home Office,USA,4166,545941.98,128591.68
2014,September,Consumer,Canada,4929,319506.7,74432.21
2014,May,Consumer,India,407,31590.95,1975.94
2014,September,Consumer,Canada,4548,465838.9,102273.61
2013,June,Corporate,Canada,1267,139645.77,18438.16
2014,April,Consumer,Canada,482,51497.11,8196.26
2013,April,Small Business,USA,2287,235146.32,19186.16
2013,August,Home Office,Canada,3550,502903.14,96218.0
2013,December,Home Office,India,4765,460169.44,73830.53
2013,June,Corporate,India,448,7233.79,1105.97
2013,October,Consumer,UK,3429,172990.4,27760.49
2013,July,Home Office,India,582,20340.56,4630.42
2013,February,Small Business,Canada,1789,245423.82,39447.45
2014,June,Corporate,UK,2397,243430.92,40782.62
2014,May,Home Office,USA,549,25662.3,4827.59
2014,March,Consumer,India,277,38958.08,4228.61
2013,November,Consumer,Australia,775,120126.19,16265.24
2013,April,Corporate,UK,4087,737714.41,80472.64
2013,November,Consumer,Canada,3468,219236.86,41479.82
2014,June,Home Office,Canada,3078,140511.36,19900.44
2013,April,Home Office,UK,2651,122487.36,10278.27
2014,June,Consumer,Germany,1101,102401.15,24722.23
2013,May,Corporate,India,3574,131700.37,10995.08
2013,March,Home Office,India,4548,311480.55,25541.07
2013,September,Home Office,USA,2300,200293.91,49454.74
2014,January,Consumer,UK,955,96698.75,6635.81
2013,December,Home Office,Australia,2476,106391.57,5730.8
2014,September,Corporate,Australia,176,21555.34,3416.17
2014,February,Consumer,USA,1614,230639.5,41768.43
2014,April,Corporate,UK,216,33111.65,6531.34
2014,July,Home Office,Canada,444,78096.58,14263.72
2014,June,Corporate,Canada,400,37876.13,3290.83
2013,November,Corporate,USA,4691,896049.09,77515.61
2014,September,Home Office,Canada,352,31871.05,7783.58
2013,August,Small Business,India,4355,825315.38,109830.5
2013,December,Consumer,USA,3097,530165.72,131899.64
2014,February,Small Business,Canada,3245,372877.12,83904.47
2014,October,Home Office,India,1372,134156.16,11346.94
2013,October,Consumer,India,4023,152512.62,35705.94
2014,June,Small Business,UK,2140,35529.49,3262.59
2014,September,Corporate,India,3122,297214.95,63349.35
2014,June,Corporate,Canada,1123,21267.98,1397.94
2013,May,Consumer,USA,304,27032.75,5643.14
2013,December,Consumer,Australia,4132,262393.24,50397.1
2013,June,Corporate,UK,331,25453.44,4330.24
2013,September,Home Office,Germany,4029,196300.79,22251.86
2013,September,Corporate,Canada,305,30810.93,6701.08
2014,April,Consumer,India,341,63631.66,13881.54
2014,July,Small Business,UK,3540,211006.95,42702.61
2013,August,Corporate,India,2943,482977.16,54881.59
2013,December,Home Office,Germany,214,15523.96,1911.42
2013,October,Small Business,Germany,4669,497877.41,92716.63
2013,June,Consumer,India,1562,17173.79,972.09
